nom,prenom,apogee,cour1,cour2,cour3,cour4,cour5,cour6,cour7,cour8,tp1,tp2,tp3,tp4,tp5,tp6,tp7,tp8
El-Midani,Ali,11493970,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Hasnaoui,Dounia,81811666,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1
Berrada,Jawad,17984924,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
Nissani,Hajar,73942041,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Baddi,Asmae,66376441,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
El-Khader,Hicham,92214212,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0
Ezzedine,Amal,49152306,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Idrisi,Nassim,46279776,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1
Ouares,Ines,85828368,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1
Arbi,Laila,84931248,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1
Rifai,Malika,54091618,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
El-Bekkali,Hassan,27070390,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0
El-Midani,Nour,60251853,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1
Nadi,Othman,73801476,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1
Anas,Wiam,25176487,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
El-Mansouri,Maha,59201033,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1
El-Mekki,Malak,35062206,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0
El-Idrissi,Hassan,48334134,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0
Maid,Kawtar,57785456,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Anas,Younes,57283480,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1
Saghir,Youssef,95586003,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
El-Mekki,Ines,30843296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Nadi,Hajar,18388787,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Maddouri,Fatiha,46657796,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
El-Chaoui,Imane,60121172,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0
Marhaba,Sanae,41059192,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1
Ouazzani,Siham,72183146,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
Mouhammad,Loubna,13035541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jouhari,Amine,26456283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mejri,Youssef,30141586,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Benkirane,Loubna,61072533,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1
El-Qasimi,Zine,17583209,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
Chafik,Hanane,74588410,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1
El-Basri,Salim,69535522,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0
