nom_absence,prenom_absence,apogee,total_absences,module,module_id,prof_id,id,promo_year
Kabbour,Dari,92839140,22,Réseaux Informatiques I,5,8,5,2019
Kabbour,Dari,92839140,31,Systèmes d’exploitation,11,6,5,2019
Kabbour,Dari,92839140,26,Systèmes d’Information et Bases de Données Relationnelles,6,15,5,2019
Kabbour,Dari,92839140,29,Théories des Graphes et Recherche Opérationnelle,7,23,5,2019
Kabbour,Dari,92839140,32,Théories des Langages et Compilation,12,2,5,2019
Kabbour,Dari,92839140,30,Urbanisation des Systèmes d’Information,32,12,5,2019
Kabbour,Dari,92839140,24,Vision Artificielle,27,16,5,2019
Kabbour,Dari,92839140,18,Électronique Numérique,8,24,5,2019
Kabbour,Dari,92839140,30,Langues et Communication I,1,17,5,2019
Kabbour,Dari,92839140,30,Langues et Communication I,2,19,5,2019
Kabbour,Dari,92839140,18,Modélisation et Programmation Objet,14,11,5,2019
Kabbour,Dari,92839140,18,Modélisation et Programmation Objet,15,3,5,2019
Kabbour,Dari,92839140,27,Technologies DotNet et JEE,34,6,5,2019
Kabbour,Dari,92839140,27,Technologies DotNet et JEE,35,4,5,2019
Ait-Lahcen,Zine,61455530,28,Administration et Optimisation des BD,24,12,6,2019
Ait-Lahcen,Zine,61455530,6,Architecture des Ordinateurs et Assembleur,13,11,6,2019
Ait-Lahcen,Zine,61455530,25,Base de Données Relationnelle-Objet et Répartie,28,5,6,2019
Ait-Lahcen,Zine,61455530,27,Business Intelligence,31,9,6,2019
Ait-Lahcen,Zine,61455530,20,Intelligence Artificielle,23,9,6,2019
Ait-Lahcen,Zine,61455530,26,Java Avancé,26,7,6,2019
Ait-Lahcen,Zine,61455530,22,Langues et Communication II,19,19,6,2019
Ait-Lahcen,Zine,61455530,22,Langues et Communication II,20,18,6,2019
Ait-Lahcen,Zine,61455530,22,Langues et Communication II,21,25,6,2019
Ait-Lahcen,Zine,61455530,18,Langues et Communication III,36,20,6,2019
Ait-Lahcen,Zine,61455530,18,Langues et Communication III,37,17,6,2019
Ait-Lahcen,Zine,61455530,10,Management I,3,21,6,2019
Ait-Lahcen,Zine,61455530,12,Management II,22,26,6,2019
Ait-Lahcen,Zine,61455530,7,Management III,38,27,6,2019
Ait-Lahcen,Zine,61455530,16,Méthodologies et Génie Logiciel,18,4,6,2019
Ait-Lahcen,Zine,61455530,27,Probabilités Statistiques et Calcul Stochastique,4,22,6,2019
Ait-Lahcen,Zine,61455530,24,Programmation C Avancé et Complexité,10,6,6,2019
Ait-Lahcen,Zine,61455530,6,Programmation des Systèmes,33,11,6,2019
Ait-Lahcen,Zine,61455530,18,Programmation Réseaux et Sécurité Informatique,16,13,6,2019
Ait-Lahcen,Zine,61455530,14,Programmation Web I,9,10,6,2019
Ait-Lahcen,Zine,61455530,28,Programmation web II,25,2,6,2019
Ait-Lahcen,Zine,61455530,14,Réseaux informatique II,17,1,6,2019
Ait-Lahcen,Zine,61455530,15,Réseaux Informatiques I,5,8,6,2019
Ait-Lahcen,Zine,61455530,29,Systèmes d’exploitation,11,6,6,2019
Ait-Lahcen,Zine,61455530,17,Systèmes d’Information et Bases de Données Relationnelles,6,15,6,2019
Ait-Lahcen,Zine,61455530,24,Théories des Graphes et Recherche Opérationnelle,7,23,6,2019
Ait-Lahcen,Zine,61455530,30,Théories des Langages et Compilation,12,2,6,2019
Ait-Lahcen,Zine,61455530,20,Urbanisation des Systèmes d’Information,32,12,6,2019
Ait-Lahcen,Zine,61455530,19,Vision Artificielle,27,16,6,2019
Ait-Lahcen,Zine,61455530,9,Électronique Numérique,8,24,6,2019
Ait-Lahcen,Zine,61455530,22,Langues et Communication I,1,17,6,2019
Ait-Lahcen,Zine,61455530,22,Langues et Communication I,2,19,6,2019
Ait-Lahcen,Zine,61455530,9,Modélisation et Programmation Objet,14,11,6,2019
Ait-Lahcen,Zine,61455530,9,Modélisation et Programmation Objet,15,3,6,2019
Ait-Lahcen,Zine,61455530,14,Technologies DotNet et JEE,34,6,6,2019
Ait-Lahcen,Zine,61455530,14,Technologies DotNet et JEE,35,4,6,2019
Fattah,Nawel,17548754,25,Administration et Optimisation des BD,24,12,7,2019
Fattah,Nawel,17548754,3,Architecture des Ordinateurs et Assembleur,13,11,7,2019
Fattah,Nawel,17548754,25,Base de Données Relationnelle-Objet et Répartie,28,5,7,2019
Fattah,Nawel,17548754,25,Business Intelligence,31,9,7,2019
Fattah,Nawel,17548754,14,Intelligence Artificielle,23,9,7,2019
Fattah,Nawel,17548754,26,Java Avancé,26,7,7,2019
Fattah,Nawel,17548754,24,Langues et Communication II,19,19,7,2019
Fattah,Nawel,17548754,24,Langues et Communication II,20,18,7,2019
Fattah,Nawel,17548754,24,Langues et Communication II,21,25,7,2019
Fattah,Nawel,17548754,24,Langues et Communication III,36,20,7,2019
Fattah,Nawel,17548754,24,Langues et Communication III,37,17,7,2019
Fattah,Nawel,17548754,10,Management I,3,21,7,2019
Fattah,Nawel,17548754,3,Management II,22,26,7,2019
Fattah,Nawel,17548754,9,Management III,38,27,7,2019
Fattah,Nawel,17548754,15,Méthodologies et Génie Logiciel,18,4,7,2019
Fattah,Nawel,17548754,26,Probabilités Statistiques et Calcul Stochastique,4,22,7,2019
Fattah,Nawel,17548754,26,Programmation C Avancé et Complexité,10,6,7,2019
Fattah,Nawel,17548754,9,Programmation des Systèmes,33,11,7,2019
Fattah,Nawel,17548754,18,Programmation Réseaux et Sécurité Informatique,16,13,7,2019
Fattah,Nawel,17548754,14,Programmation Web I,9,10,7,2019
Fattah,Nawel,17548754,24,Programmation web II,25,2,7,2019
Fattah,Nawel,17548754,23,Réseaux informatique II,17,1,7,2019
Fattah,Nawel,17548754,16,Réseaux Informatiques I,5,8,7,2019
Fattah,Nawel,17548754,22,Systèmes d’exploitation,11,6,7,2019
Fattah,Nawel,17548754,23,Systèmes d’Information et Bases de Données Relationnelles,6,15,7,2019
Fattah,Nawel,17548754,18,Théories des Graphes et Recherche Opérationnelle,7,23,7,2019
Fattah,Nawel,17548754,18,Théories des Langages et Compilation,12,2,7,2019
Fattah,Nawel,17548754,24,Urbanisation des Systèmes d’Information,32,12,7,2019
Fattah,Nawel,17548754,18,Vision Artificielle,27,16,7,2019
Fattah,Nawel,17548754,19,Électronique Numérique,8,24,7,2019
Fattah,Nawel,17548754,18,Langues et Communication I,1,17,7,2019
Fattah,Nawel,17548754,18,Langues et Communication I,2,19,7,2019
Fattah,Nawel,17548754,8,Modélisation et Programmation Objet,14,11,7,2019
Fattah,Nawel,17548754,8,Modélisation et Programmation Objet,15,3,7,2019
Fattah,Nawel,17548754,10,Technologies DotNet et JEE,34,6,7,2019
Fattah,Nawel,17548754,10,Technologies DotNet et JEE,35,4,7,2019
El-Solh,Salim,89802536,27,Administration et Optimisation des BD,24,12,8,2019
El-Solh,Salim,89802536,14,Architecture des Ordinateurs et Assembleur,13,11,8,2019
El-Solh,Salim,89802536,30,Base de Données Relationnelle-Objet et Répartie,28,5,8,2019
El-Solh,Salim,89802536,22,Business Intelligence,31,9,8,2019
El-Solh,Salim,89802536,26,Intelligence Artificielle,23,9,8,2019
El-Solh,Salim,89802536,28,Java Avancé,26,7,8,2019
El-Solh,Salim,89802536,24,Langues et Communication II,19,19,8,2019
El-Solh,Salim,89802536,24,Langues et Communication II,20,18,8,2019
El-Solh,Salim,89802536,24,Langues et Communication II,21,25,8,2019
El-Solh,Salim,89802536,18,Langues et Communication III,36,20,8,2019
El-Solh,Salim,89802536,18,Langues et Communication III,37,17,8,2019
El-Solh,Salim,89802536,10,Management I,3,21,8,2019
El-Solh,Salim,89802536,6,Management II,22,26,8,2019
El-Solh,Salim,89802536,11,Management III,38,27,8,2019
El-Solh,Salim,89802536,11,Méthodologies et Génie Logiciel,18,4,8,2019
El-Solh,Salim,89802536,28,Probabilités Statistiques et Calcul Stochastique,4,22,8,2019
El-Solh,Salim,89802536,27,Programmation C Avancé et Complexité,10,6,8,2019
El-Solh,Salim,89802536,12,Programmation des Systèmes,33,11,8,2019
El-Solh,Salim,89802536,16,Programmation Réseaux et Sécurité Informatique,16,13,8,2019
El-Solh,Salim,89802536,13,Programmation Web I,9,10,8,2019
El-Solh,Salim,89802536,28,Programmation web II,25,2,8,2019
El-Solh,Salim,89802536,28,Réseaux informatique II,17,1,8,2019
El-Solh,Salim,89802536,18,Réseaux Informatiques I,5,8,8,2019
El-Solh,Salim,89802536,23,Systèmes d’exploitation,11,6,8,2019
El-Solh,Salim,89802536,20,Systèmes d’Information et Bases de Données Relationnelles,6,15,8,2019
El-Solh,Salim,89802536,24,Théories des Graphes et Recherche Opérationnelle,7,23,8,2019
El-Solh,Salim,89802536,30,Théories des Langages et Compilation,12,2,8,2019
El-Solh,Salim,89802536,26,Urbanisation des Systèmes d’Information,32,12,8,2019
El-Solh,Salim,89802536,18,Vision Artificielle,27,16,8,2019
El-Solh,Salim,89802536,18,Électronique Numérique,8,24,8,2019
El-Solh,Salim,89802536,25,Langues et Communication I,1,17,8,2019
El-Solh,Salim,89802536,25,Langues et Communication I,2,19,8,2019
El-Solh,Salim,89802536,4,Modélisation et Programmation Objet,14,11,8,2019
El-Solh,Salim,89802536,4,Modélisation et Programmation Objet,15,3,8,2019
El-Solh,Salim,89802536,14,Technologies DotNet et JEE,34,6,8,2019
El-Solh,Salim,89802536,14,Technologies DotNet et JEE,35,4,8,2019
Berrah,Najwa,57501364,30,Administration et Optimisation des BD,24,12,9,2019
Berrah,Najwa,57501364,19,Architecture des Ordinateurs et Assembleur,13,11,9,2019
Berrah,Najwa,57501364,29,Base de Données Relationnelle-Objet et Répartie,28,5,9,2019
Berrah,Najwa,57501364,27,Business Intelligence,31,9,9,2019
Berrah,Najwa,57501364,21,Intelligence Artificielle,23,9,9,2019
Berrah,Najwa,57501364,29,Java Avancé,26,7,9,2019
Berrah,Najwa,57501364,29,Langues et Communication II,19,19,9,2019
Berrah,Najwa,57501364,29,Langues et Communication II,20,18,9,2019
Berrah,Najwa,57501364,29,Langues et Communication II,21,25,9,2019
Berrah,Najwa,57501364,27,Langues et Communication III,36,20,9,2019
Berrah,Najwa,57501364,27,Langues et Communication III,37,17,9,2019
Berrah,Najwa,57501364,14,Management I,3,21,9,2019
Berrah,Najwa,57501364,15,Management II,22,26,9,2019
Berrah,Najwa,57501364,18,Management III,38,27,9,2019
Berrah,Najwa,57501364,22,Méthodologies et Génie Logiciel,18,4,9,2019
Berrah,Najwa,57501364,30,Probabilités Statistiques et Calcul Stochastique,4,22,9,2019
Berrah,Najwa,57501364,30,Programmation C Avancé et Complexité,10,6,9,2019
Berrah,Najwa,57501364,16,Programmation des Systèmes,33,11,9,2019
Berrah,Najwa,57501364,24,Programmation Réseaux et Sécurité Informatique,16,13,9,2019
Berrah,Najwa,57501364,23,Programmation Web I,9,10,9,2019
Berrah,Najwa,57501364,28,Programmation web II,25,2,9,2019
Berrah,Najwa,57501364,28,Réseaux informatique II,17,1,9,2019
Berrah,Najwa,57501364,26,Réseaux Informatiques I,5,8,9,2019
Berrah,Najwa,57501364,28,Systèmes d’exploitation,11,6,9,2019
Berrah,Najwa,57501364,24,Systèmes d’Information et Bases de Données Relationnelles,6,15,9,2019
Berrah,Najwa,57501364,24,Théories des Graphes et Recherche Opérationnelle,7,23,9,2019
Berrah,Najwa,57501364,30,Théories des Langages et Compilation,12,2,9,2019
Berrah,Najwa,57501364,31,Urbanisation des Systèmes d’Information,32,12,9,2019
Berrah,Najwa,57501364,21,Vision Artificielle,27,16,9,2019
Berrah,Najwa,57501364,30,Électronique Numérique,8,24,9,2019
Berrah,Najwa,57501364,27,Langues et Communication I,1,17,9,2019
Berrah,Najwa,57501364,27,Langues et Communication I,2,19,9,2019
Berrah,Najwa,57501364,16,Modélisation et Programmation Objet,14,11,9,2019
Berrah,Najwa,57501364,16,Modélisation et Programmation Objet,15,3,9,2019
Berrah,Najwa,57501364,19,Technologies DotNet et JEE,34,6,9,2019
Berrah,Najwa,57501364,19,Technologies DotNet et JEE,35,4,9,2019
Hajji,Kawtar,30518617,17,Administration et Optimisation des BD,24,12,10,2019
Hajji,Kawtar,30518617,0,Architecture des Ordinateurs et Assembleur,13,11,10,2019
Hajji,Kawtar,30518617,19,Base de Données Relationnelle-Objet et Répartie,28,5,10,2019
Hajji,Kawtar,30518617,14,Business Intelligence,31,9,10,2019
Hajji,Kawtar,30518617,7,Intelligence Artificielle,23,9,10,2019
Hajji,Kawtar,30518617,21,Java Avancé,26,7,10,2019
Hajji,Kawtar,30518617,16,Langues et Communication II,19,19,10,2019
Hajji,Kawtar,30518617,16,Langues et Communication II,20,18,10,2019
Hajji,Kawtar,30518617,16,Langues et Communication II,21,25,10,2019
Hajji,Kawtar,30518617,12,Langues et Communication III,36,20,10,2019
Hajji,Kawtar,30518617,12,Langues et Communication III,37,17,10,2019
Hajji,Kawtar,30518617,0,Management I,3,21,10,2019
Hajji,Kawtar,30518617,0,Management II,22,26,10,2019
Hajji,Kawtar,30518617,0,Management III,38,27,10,2019
Hajji,Kawtar,30518617,6,Méthodologies et Génie Logiciel,18,4,10,2019
Hajji,Kawtar,30518617,23,Probabilités Statistiques et Calcul Stochastique,4,22,10,2019
Hajji,Kawtar,30518617,21,Programmation C Avancé et Complexité,10,6,10,2019
Hajji,Kawtar,30518617,0,Programmation des Systèmes,33,11,10,2019
Hajji,Kawtar,30518617,16,Programmation Réseaux et Sécurité Informatique,16,13,10,2019
Hajji,Kawtar,30518617,9,Programmation Web I,9,10,10,2019
Hajji,Kawtar,30518617,16,Programmation web II,25,2,10,2019
Hajji,Kawtar,30518617,19,Réseaux informatique II,17,1,10,2019
Hajji,Kawtar,30518617,7,Réseaux Informatiques I,5,8,10,2019
Hajji,Kawtar,30518617,19,Systèmes d’exploitation,11,6,10,2019
Hajji,Kawtar,30518617,7,Systèmes d’Information et Bases de Données Relationnelles,6,15,10,2019
Hajji,Kawtar,30518617,15,Théories des Graphes et Recherche Opérationnelle,7,23,10,2019
Hajji,Kawtar,30518617,19,Théories des Langages et Compilation,12,2,10,2019
Hajji,Kawtar,30518617,20,Urbanisation des Systèmes d’Information,32,12,10,2019
Hajji,Kawtar,30518617,13,Vision Artificielle,27,16,10,2019
Hajji,Kawtar,30518617,6,Électronique Numérique,8,24,10,2019
Hajji,Kawtar,30518617,19,Langues et Communication I,1,17,10,2019
Hajji,Kawtar,30518617,19,Langues et Communication I,2,19,10,2019
Hajji,Kawtar,30518617,0,Modélisation et Programmation Objet,14,11,10,2019
Hajji,Kawtar,30518617,0,Modélisation et Programmation Objet,15,3,10,2019
Hajji,Kawtar,30518617,6,Technologies DotNet et JEE,34,6,10,2019
Hajji,Kawtar,30518617,6,Technologies DotNet et JEE,35,4,10,2019
Berouane,Bilal,90569199,26,Administration et Optimisation des BD,24,12,11,2019
Berouane,Bilal,90569199,7,Architecture des Ordinateurs et Assembleur,13,11,11,2019
Berouane,Bilal,90569199,28,Base de Données Relationnelle-Objet et Répartie,28,5,11,2019
Berouane,Bilal,90569199,24,Business Intelligence,31,9,11,2019
Berouane,Bilal,90569199,21,Intelligence Artificielle,23,9,11,2019
Berouane,Bilal,90569199,23,Java Avancé,26,7,11,2019
